Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Tipus_Servei,Total
2019,4,Les Corts,20,la Maternitat i Sant Ramon,48,Privat,881
2019,4,Les Corts,20,la Maternitat i Sant Ramon,49,Privat,1052
2019,4,Les Corts,21,Pedralbes,50,Privat,1593
2019,4,Les Corts,21,Pedralbes,51,Privat,1030
2019,4,Les Corts,21,Pedralbes,52,Privat,1964
2019,4,Les Corts,21,Pedralbes,53,Privat,1057
2019,4,Les Corts,21,Pedralbes,54,Privat,916
2019,4,Les Corts,21,Pedralbes,55,Privat,1581
2019,4,Les Corts,21,Pedralbes,56,Privat,1595
2019,4,Les Corts,20,la Maternitat i Sant Ramon,84,Privat,878
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,Privat,1088
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,Privat,1188
2019,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,Privat,929
2019,5,Sarrià-Sant Gervasi,23,Sarrià,4,Privat,845
2019,5,Sarrià-Sant Gervasi,23,Sarrià,5,Privat,805
2019,5,Sarrià-Sant Gervasi,23,Sarrià,6,Privat,1567
2019,5,Sarrià-Sant Gervasi,23,Sarrià,7,Privat,973
2019,5,Sarrià-Sant Gervasi,23,Sarrià,8,Privat,1020
2019,5,Sarrià-Sant Gervasi,23,Sarrià,9,Privat,1120
2019,5,Sarrià-Sant Gervasi,23,Sarrià,10,Privat,1016
2019,5,Sarrià-Sant Gervasi,23,Sarrià,11,Privat,860
2019,5,Sarrià-Sant Gervasi,23,Sarrià,12,Privat,914
2019,5,Sarrià-Sant Gervasi,23,Sarrià,13,Privat,1016
2019,5,Sarrià-Sant Gervasi,23,Sarrià,14,Privat,1120
2019,5,Sarrià-Sant Gervasi,23,Sarrià,15,Privat,909
2019,5,Sarrià-Sant Gervasi,23,Sarrià,16,Privat,1009
2019,5,Sarrià-Sant Gervasi,23,Sarrià,17,Privat,1339
2019,5,Sarrià-Sant Gervasi,23,Sarrià,18,Privat,829
2019,5,Sarrià-Sant Gervasi,23,Sarrià,19,Privat,1285
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,Privat,778
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,Privat,756
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,Privat,1324
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,Privat,995
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,Privat,1621
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,Privat,1082
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,Privat,1203
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,Privat,1135
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,Privat,1141
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,Privat,1425
2019,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,Privat,1198
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,31,Privat,1380
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32,Privat,1383
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,33,Privat,992
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,34,Privat,707
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,35,Privat,909
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,36,Privat,1286
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,37,Privat,896
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38,Privat,908
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,39,Privat,1161
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40,Privat,832
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,41,Privat,1024
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,42,Privat,769
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,43,Privat,903
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44,Privat,806
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,45,Privat,1281
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,46,Privat,1066
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,47,Privat,958
2019,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,48,Privat,991
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,49,Privat,1471
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,50,Privat,1216
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,51,Privat,1218
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,52,Privat,1188
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,53,Privat,1344
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,54,Privat,1075
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,55,Privat,1463
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,56,Privat,955
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,57,Privat,1559
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,58,Privat,1313
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,59,Privat,1633
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60,Privat,962
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,61,Privat,1128
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,62,Privat,1034
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,63,Privat,1018
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,64,Privat,923
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,65,Privat,1318
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,66,Privat,1009
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,67,Privat,1754
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,68,Privat,1400
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,69,Privat,1136
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,70,Privat,894
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,71,Privat,1042
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,72,Privat,1030
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,73,Privat,1269
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,74,Privat,1151
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,75,Privat,1429
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,76,Privat,915
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,77,Privat,1068
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,78,Privat,1321
2019,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,79,Privat,855
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,80,Privat,682
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,81,Privat,981
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,82,Privat,834
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,83,Privat,691
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,84,Privat,707
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,85,Privat,690
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,86,Privat,677
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,87,Privat,992
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,88,Privat,1060
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,89,Privat,1070
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,90,Privat,1148
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,91,Privat,830
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,92,Privat,1041
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,93,Privat,803
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,94,Privat,1801
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,95,Privat,914
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,96,Privat,603
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,97,Privat,1170
2019,5,Sarrià-Sant Gervasi,27,el Putget i Farró,98,Privat,863
2019,6,Gràcia,28,Vallcarca i els Penitents,1,Privat,595
2019,6,Gràcia,28,Vallcarca i els Penitents,2,Privat,725
2019,6,Gràcia,28,Vallcarca i els Penitents,3,Privat,1230
2019,6,Gràcia,28,Vallcarca i els Penitents,4,Privat,857
2019,6,Gràcia,28,Vallcarca i els Penitents,6,Privat,676
2019,6,Gràcia,28,Vallcarca i els Penitents,7,Privat,997
2019,6,Gràcia,28,Vallcarca i els Penitents,8,Privat,984
2019,6,Gràcia,28,Vallcarca i els Penitents,9,Privat,873
2019,6,Gràcia,28,Vallcarca i els Penitents,10,Privat,615
2019,6,Gràcia,28,Vallcarca i els Penitents,11,Privat,802
2019,6,Gràcia,28,Vallcarca i els Penitents,12,Privat,749
2019,6,Gràcia,29,el Coll,13,Privat,913
2019,6,Gràcia,29,el Coll,14,Privat,636
2019,6,Gràcia,29,el Coll,15,Privat,729
2019,6,Gràcia,29,el Coll,16,Privat,769
2019,6,Gràcia,29,el Coll,17,Privat,679
2019,6,Gràcia,30,la Salut,18,Privat,720
2019,6,Gràcia,30,la Salut,19,Privat,825
2019,6,Gràcia,30,la Salut,20,Privat,550
2019,6,Gràcia,30,la Salut,21,Privat,697
2019,6,Gràcia,30,la Salut,22,Privat,744
2019,6,Gràcia,30,la Salut,23,Privat,901
2019,6,Gràcia,30,la Salut,24,Privat,936
2019,6,Gràcia,30,la Salut,25,Privat,703
2019,6,Gràcia,30,la Salut,26,Privat,491
2019,6,Gràcia,30,la Salut,27,Privat,642
2019,6,Gràcia,31,Vila de Gràcia,28,Privat,559
2019,6,Gràcia,31,Vila de Gràcia,29,Privat,586
2019,6,Gràcia,31,Vila de Gràcia,30,Privat,607
2019,6,Gràcia,31,Vila de Gràcia,31,Privat,487
2019,6,Gràcia,31,Vila de Gràcia,32,Privat,545
2019,6,Gràcia,31,Vila de Gràcia,33,Privat,579
2019,6,Gràcia,31,Vila de Gràcia,34,Privat,522
2019,6,Gràcia,31,Vila de Gràcia,35,Privat,497
2019,6,Gràcia,31,Vila de Gràcia,36,Privat,898
2019,6,Gràcia,31,Vila de Gràcia,37,Privat,581
2019,6,Gràcia,31,Vila de Gràcia,38,Privat,556
2019,6,Gràcia,31,Vila de Gràcia,39,Privat,580
2019,6,Gràcia,31,Vila de Gràcia,40,Privat,754
2019,6,Gràcia,31,Vila de Gràcia,41,Privat,744
2019,6,Gràcia,31,Vila de Gràcia,42,Privat,788
2019,6,Gràcia,31,Vila de Gràcia,43,Privat,658
2019,6,Gràcia,31,Vila de Gràcia,44,Privat,1167
2019,6,Gràcia,31,Vila de Gràcia,45,Privat,663
2019,6,Gràcia,31,Vila de Gràcia,46,Privat,411
2019,6,Gràcia,31,Vila de Gràcia,47,Privat,427
2019,6,Gràcia,31,Vila de Gràcia,48,Privat,584
2019,6,Gràcia,31,Vila de Gràcia,49,Privat,441
2019,6,Gràcia,31,Vila de Gràcia,50,Privat,464
2019,6,Gràcia,31,Vila de Gràcia,51,Privat,438
2019,6,Gràcia,31,Vila de Gràcia,52,Privat,631
2019,6,Gràcia,31,Vila de Gràcia,53,Privat,613
2019,6,Gràcia,31,Vila de Gràcia,54,Privat,658
2019,6,Gràcia,31,Vila de Gràcia,55,Privat,493
2019,6,Gràcia,31,Vila de Gràcia,56,Privat,642
2019,6,Gràcia,31,Vila de Gràcia,57,Privat,586
2019,6,Gràcia,31,Vila de Gràcia,58,Privat,707
2019,6,Gràcia,31,Vila de Gràcia,59,Privat,638
2019,6,Gràcia,31,Vila de Gràcia,60,Privat,844
2019,6,Gràcia,31,Vila de Gràcia,61,Privat,548
2019,6,Gràcia,31,Vila de Gràcia,62,Privat,528
2019,6,Gràcia,31,Vila de Gràcia,63,Privat,619
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,64,Privat,875
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,65,Privat,521
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,66,Privat,459
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,67,Privat,839
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,68,Privat,816
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,69,Privat,482
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,70,Privat,825
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,71,Privat,561
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,72,Privat,741
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,73,Privat,723
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,74,Privat,452
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,75,Privat,660
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76,Privat,697
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,77,Privat,572
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,78,Privat,626
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,79,Privat,566
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,80,Privat,553
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,81,Privat,586
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,82,Privat,815
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,83,Privat,870
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,84,Privat,715
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,85,Privat,659
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,86,Privat,598
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,87,Privat,1087
2019,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,88,Privat,627
2019,7,Horta-Guinardó,33,el Baix Guinardó,1,Privat,778
2019,7,Horta-Guinardó,33,el Baix Guinardó,2,Privat,475
2019,7,Horta-Guinardó,33,el Baix Guinardó,3,Privat,606
2019,7,Horta-Guinardó,33,el Baix Guinardó,4,Privat,641
2019,7,Horta-Guinardó,33,el Baix Guinardó,5,Privat,576
2019,7,Horta-Guinardó,33,el Baix Guinardó,6,Privat,529
2019,7,Horta-Guinardó,33,el Baix Guinardó,7,Privat,494
2019,7,Horta-Guinardó,33,el Baix Guinardó,8,Privat,748
2019,7,Horta-Guinardó,33,el Baix Guinardó,9,Privat,501
2019,7,Horta-Guinardó,33,el Baix Guinardó,10,Privat,595
2019,7,Horta-Guinardó,33,el Baix Guinardó,11,Privat,472
2019,7,Horta-Guinardó,33,el Baix Guinardó,12,Privat,699
2019,7,Horta-Guinardó,33,el Baix Guinardó,13,Privat,665
2019,7,Horta-Guinardó,33,el Baix Guinardó,14,Privat,374
2019,7,Horta-Guinardó,33,el Baix Guinardó,15,Privat,743
2019,7,Horta-Guinardó,33,el Baix Guinardó,16,Privat,763
2019,7,Horta-Guinardó,33,el Baix Guinardó,17,Privat,690
2019,7,Horta-Guinardó,33,el Baix Guinardó,18,Privat,666
2019,7,Horta-Guinardó,33,el Baix Guinardó,19,Privat,761
2019,7,Horta-Guinardó,34,Can Baró,20,Privat,812
2019,7,Horta-Guinardó,34,Can Baró,21,Privat,686
2019,7,Horta-Guinardó,34,Can Baró,22,Privat,615
2019,7,Horta-Guinardó,34,Can Baró,23,Privat,736
2019,7,Horta-Guinardó,34,Can Baró,24,Privat,732
2019,7,Horta-Guinardó,34,Can Baró,25,Privat,754
2019,7,Horta-Guinardó,34,Can Baró,26,Privat,622
2019,7,Horta-Guinardó,35,el Guinardó,27,Privat,950
2019,7,Horta-Guinardó,35,el Guinardó,28,Privat,774
2019,7,Horta-Guinardó,35,el Guinardó,29,Privat,606
2019,7,Horta-Guinardó,35,el Guinardó,30,Privat,594
2019,7,Horta-Guinardó,35,el Guinardó,31,Privat,701
2019,7,Horta-Guinardó,35,el Guinardó,32,Privat,618
2019,7,Horta-Guinardó,35,el Guinardó,33,Privat,708
2019,7,Horta-Guinardó,35,el Guinardó,34,Privat,808
2019,7,Horta-Guinardó,35,el Guinardó,35,Privat,911
2019,7,Horta-Guinardó,35,el Guinardó,36,Privat,686
2019,7,Horta-Guinardó,35,el Guinardó,37,Privat,697
2019,7,Horta-Guinardó,35,el Guinardó,38,Privat,872
2019,7,Horta-Guinardó,35,el Guinardó,39,Privat,714
2019,7,Horta-Guinardó,35,el Guinardó,40,Privat,658
2019,7,Horta-Guinardó,35,el Guinardó,41,Privat,539
2019,7,Horta-Guinardó,35,el Guinardó,42,Privat,743
2019,7,Horta-Guinardó,35,el Guinardó,43,Privat,667
2019,7,Horta-Guinardó,35,el Guinardó,44,Privat,609
2019,7,Horta-Guinardó,35,el Guinardó,45,Privat,660
2019,7,Horta-Guinardó,35,el Guinardó,46,Privat,627
2019,7,Horta-Guinardó,35,el Guinardó,47,Privat,655
2019,7,Horta-Guinardó,35,el Guinardó,48,Privat,567
2019,7,Horta-Guinardó,35,el Guinardó,49,Privat,606
2019,7,Horta-Guinardó,35,el Guinardó,50,Privat,559
2019,7,Horta-Guinardó,35,el Guinardó,51,Privat,824
2019,7,Horta-Guinardó,36,la Font d'en Fargues,52,Privat,783
2019,7,Horta-Guinardó,36,la Font d'en Fargues,53,Privat,877
2019,7,Horta-Guinardó,36,la Font d'en Fargues,54,Privat,1138
2019,7,Horta-Guinardó,36,la Font d'en Fargues,55,Privat,789
2019,7,Horta-Guinardó,36,la Font d'en Fargues,56,Privat,674
2019,7,Horta-Guinardó,36,la Font d'en Fargues,57,Privat,824
2019,7,Horta-Guinardó,36,la Font d'en Fargues,58,Privat,835
2019,7,Horta-Guinardó,37,el Carmel,59,Privat,650
2019,7,Horta-Guinardó,37,el Carmel,60,Privat,1038
2019,7,Horta-Guinardó,37,el Carmel,61,Privat,709
2019,7,Horta-Guinardó,37,el Carmel,62,Privat,615
2019,7,Horta-Guinardó,37,el Carmel,63,Privat,718
2019,7,Horta-Guinardó,37,el Carmel,64,Privat,749
2019,7,Horta-Guinardó,37,el Carmel,65,Privat,731
2019,7,Horta-Guinardó,37,el Carmel,66,Privat,688
2019,7,Horta-Guinardó,37,el Carmel,67,Privat,690
2019,7,Horta-Guinardó,37,el Carmel,68,Privat,579
2019,7,Horta-Guinardó,37,el Carmel,69,Privat,624
2019,7,Horta-Guinardó,37,el Carmel,70,Privat,607
2019,7,Horta-Guinardó,37,el Carmel,71,Privat,604
2019,7,Horta-Guinardó,37,el Carmel,72,Privat,664
2019,7,Horta-Guinardó,37,el Carmel,73,Privat,483
2019,7,Horta-Guinardó,37,el Carmel,74,Privat,760
2019,7,Horta-Guinardó,37,el Carmel,75,Privat,511
2019,7,Horta-Guinardó,37,el Carmel,76,Privat,597
2019,7,Horta-Guinardó,37,el Carmel,77,Privat,628
2019,7,Horta-Guinardó,37,el Carmel,78,Privat,661
2019,7,Horta-Guinardó,37,el Carmel,79,Privat,667
2019,7,Horta-Guinardó,37,el Carmel,80,Privat,709
2019,7,Horta-Guinardó,38,la Teixonera,81,Privat,1089
2019,7,Horta-Guinardó,38,la Teixonera,82,Privat,581
2019,7,Horta-Guinardó,38,la Teixonera,83,Privat,615
2019,7,Horta-Guinardó,38,la Teixonera,84,Privat,673
2019,7,Horta-Guinardó,38,la Teixonera,85,Privat,652
2019,7,Horta-Guinardó,38,la Teixonera,86,Privat,709
2019,7,Horta-Guinardó,38,la Teixonera,87,Privat,816
2019,7,Horta-Guinardó,38,la Teixonera,88,Privat,678
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,89,Privat,669
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,90,Privat,897
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,91,Privat,601
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,92,Privat,529
2019,7,Horta-Guinardó,39,Sant Genís dels Agudells,93,Privat,775
2019,7,Horta-Guinardó,40,Montbau,94,Privat,550
2019,7,Horta-Guinardó,40,Montbau,95,Privat,789
2019,7,Horta-Guinardó,40,Montbau,96,Privat,603
2019,7,Horta-Guinardó,40,Montbau,97,Privat,398
2019,7,Horta-Guinardó,41,la Vall d'Hebron,98,Privat,1049
2019,7,Horta-Guinardó,41,la Vall d'Hebron,99,Privat,576
2019,7,Horta-Guinardó,41,la Vall d'Hebron,100,Privat,587
2019,7,Horta-Guinardó,41,la Vall d'Hebron,101,Privat,677
2019,7,Horta-Guinardó,42,la Clota,102,Privat,359
2019,7,Horta-Guinardó,43,Horta,103,Privat,796
2019,7,Horta-Guinardó,43,Horta,104,Privat,842
2019,7,Horta-Guinardó,43,Horta,105,Privat,596
2019,7,Horta-Guinardó,43,Horta,106,Privat,552
2019,7,Horta-Guinardó,43,Horta,107,Privat,667
2019,7,Horta-Guinardó,43,Horta,108,Privat,628
2019,7,Horta-Guinardó,43,Horta,109,Privat,735
2019,7,Horta-Guinardó,43,Horta,110,Privat,482
2019,7,Horta-Guinardó,43,Horta,111,Privat,498
2019,7,Horta-Guinardó,43,Horta,112,Privat,611
2019,7,Horta-Guinardó,43,Horta,113,Privat,538
2019,7,Horta-Guinardó,43,Horta,114,Privat,618
2019,7,Horta-Guinardó,43,Horta,115,Privat,588
2019,7,Horta-Guinardó,43,Horta,116,Privat,728
2019,7,Horta-Guinardó,43,Horta,117,Privat,573
2019,7,Horta-Guinardó,43,Horta,118,Privat,602
2019,7,Horta-Guinardó,43,Horta,119,Privat,517
2019,7,Horta-Guinardó,43,Horta,120,Privat,589
2019,7,Horta-Guinardó,43,Horta,121,Privat,461
2019,7,Horta-Guinardó,43,Horta,122,Privat,554
2019,7,Horta-Guinardó,43,Horta,123,Privat,660
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1,Privat,574
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2,Privat,575
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3,Privat,626
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4,Privat,597
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5,Privat,493
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6,Privat,721
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7,Privat,540
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8,Privat,717
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9,Privat,654
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10,Privat,606
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11,Privat,472
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12,Privat,528
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13,Privat,475
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,14,Privat,459
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15,Privat,494
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16,Privat,494
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,17,Privat,626
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,18,Privat,570
2019,8,Nou Barris,44,Vilapicina i la Torre Llobeta,19,Privat,658
2019,8,Nou Barris,45,Porta,20,Privat,551
2019,8,Nou Barris,45,Porta,21,Privat,589
2019,8,Nou Barris,45,Porta,22,Privat,576
2019,8,Nou Barris,45,Porta,23,Privat,569
2019,8,Nou Barris,45,Porta,24,Privat,567
2019,8,Nou Barris,45,Porta,25,Privat,429
2019,8,Nou Barris,45,Porta,26,Privat,462
2019,8,Nou Barris,45,Porta,27,Privat,610
2019,8,Nou Barris,45,Porta,28,Privat,484
2019,8,Nou Barris,45,Porta,29,Privat,705
2019,8,Nou Barris,45,Porta,30,Privat,567
2019,8,Nou Barris,45,Porta,31,Privat,575
2019,8,Nou Barris,45,Porta,32,Privat,590
2019,8,Nou Barris,45,Porta,33,Privat,535
2019,8,Nou Barris,45,Porta,34,Privat,370
2019,8,Nou Barris,45,Porta,35,Privat,521
2019,8,Nou Barris,45,Porta,36,Privat,524
2019,8,Nou Barris,45,Porta,37,Privat,555
2019,8,Nou Barris,46,el Turó de la Peira,38,Privat,553
2019,8,Nou Barris,46,el Turó de la Peira,39,Privat,604
2019,8,Nou Barris,46,el Turó de la Peira,40,Privat,572
2019,8,Nou Barris,46,el Turó de la Peira,41,Privat,690
2019,8,Nou Barris,46,el Turó de la Peira,42,Privat,486
2019,8,Nou Barris,46,el Turó de la Peira,43,Privat,362
2019,8,Nou Barris,46,el Turó de la Peira,44,Privat,493
2019,8,Nou Barris,46,el Turó de la Peira,45,Privat,534
2019,8,Nou Barris,46,el Turó de la Peira,46,Privat,499
2019,8,Nou Barris,46,el Turó de la Peira,47,Privat,489
2019,8,Nou Barris,47,Can Peguera,48,Privat,400
2019,8,Nou Barris,47,Can Peguera,49,Privat,563
2019,8,Nou Barris,48,la Guineueta,50,Privat,641
2019,8,Nou Barris,48,la Guineueta,51,Privat,612
2019,8,Nou Barris,48,la Guineueta,52,Privat,425
2019,8,Nou Barris,48,la Guineueta,53,Privat,544
2019,8,Nou Barris,48,la Guineueta,54,Privat,769
2019,8,Nou Barris,48,la Guineueta,55,Privat,980
2019,8,Nou Barris,48,la Guineueta,56,Privat,592
2019,8,Nou Barris,48,la Guineueta,57,Privat,536
2019,8,Nou Barris,48,la Guineueta,58,Privat,611
2019,8,Nou Barris,48,la Guineueta,59,Privat,425
2019,8,Nou Barris,49,Canyelles,60,Privat,692
2019,8,Nou Barris,49,Canyelles,61,Privat,833
2019,8,Nou Barris,49,Canyelles,62,Privat,652
2019,8,Nou Barris,49,Canyelles,63,Privat,624
2019,8,Nou Barris,49,Canyelles,64,Privat,874
2019,8,Nou Barris,50,les Roquetes,65,Privat,766
2019,8,Nou Barris,50,les Roquetes,66,Privat,717
2019,8,Nou Barris,50,les Roquetes,67,Privat,804
2019,8,Nou Barris,50,les Roquetes,68,Privat,717
2019,8,Nou Barris,50,les Roquetes,69,Privat,615
2019,8,Nou Barris,50,les Roquetes,70,Privat,579
2019,8,Nou Barris,50,les Roquetes,71,Privat,704
2019,8,Nou Barris,50,les Roquetes,72,Privat,539
2019,8,Nou Barris,50,les Roquetes,73,Privat,606
2019,8,Nou Barris,50,les Roquetes,74,Privat,585
2019,8,Nou Barris,51,Verdun,75,Privat,703
2019,8,Nou Barris,51,Verdun,76,Privat,656
2019,8,Nou Barris,51,Verdun,77,Privat,529
2019,8,Nou Barris,51,Verdun,78,Privat,518
2019,8,Nou Barris,51,Verdun,79,Privat,537
2019,8,Nou Barris,51,Verdun,80,Privat,615
2019,8,Nou Barris,51,Verdun,81,Privat,507
2019,8,Nou Barris,51,Verdun,82,Privat,647
2019,8,Nou Barris,52,la Prosperitat,83,Privat,472
2019,8,Nou Barris,52,la Prosperitat,84,Privat,472
